Mod:Item:MetaData, Localized Name
ExtraTiC:scytheHead:141, Pokefennium Scythe Head
ExtraTiC:scytheHead:142, Fairy Scythe Head
ExtraTiC:scytheHead:143, Certus Quartz Scythe Head
ExtraTiC:scytheHead:144, Ender Amethyst Scythe Head
ExtraTiC:scytheHead:2000, Constantan Scythe Head
ExtraTiC:scytheHead:145, Manasteel Scythe Head
ExtraTiC:scytheHead:146, Terrasteel Scythe Head
ExtraTiC:scytheHead:147, Elementium Scythe Head
ExtraTiC:scytheHead:148, Desh Scythe Head
ExtraTiC:scytheHead:164, Amethyst Scythe Head
ExtraTiC:scytheHead:165, Peridot Scythe Head
ExtraTiC:scytheHead:166, Ruby Scythe Head
ExtraTiC:scytheHead:167, Sapphire Scythe Head
ExtraTiC:scytheHead:171, Dark Steel Scythe Head
ExtraTiC:scytheHead:173, RedAurum Scythe Head
ExtraTiC:scytheHead:178, Draconium Scythe Head
ExtraTiC:scytheHead:179, Awakened Draconium Scythe Head
ExtraTiC:scytheHead:180, Glue Scythe Head
ExtraTiC:scytheHead:181, Yellorium Scythe Head
ExtraTiC:scytheHead:182, Cyanite Scythe Head
ExtraTiC:scytheHead:183, Blutonium Scythe Head
ExtraTiC:scytheHead:184, Ludicrite Scythe Head
ExtraTiC:scytheHead:185, Bedrockium Scythe Head
ExtraTiC:scytheHead:186, Tear Jerker Scythe Head
ExtraTiC:scytheHead:189, Enderium Scythe Head
ExtraTiC:scytheHead:126, Mithril Scythe Head
ExtraTiC:scytheHead:190, Signalum Scythe Head
ExtraTiC:scytheHead:191, Lumium Scythe Head
ExtraTiC:shovelHead:134, Bloodwood Shovel Head
ExtraTiC:shovelHead:135, Darkwood Shovel Head
ExtraTiC:shovelHead:136, Fusewood Shovel Head
ExtraTiC:shovelHead:137, Ghostwood Shovel Head
ExtraTiC:shovelHead:138, Nether Quartz Shovel Head
ExtraTiC:shovelHead:139, Refined Glowstone Shovel Head
ExtraTiC:shovelHead:140, Osmium Shovel Head
ExtraTiC:shovelHead:141, Pokefennium Shovel Head
ExtraTiC:shovelHead:142, Fairy Shovel Head
ExtraTiC:shovelHead:143, Certus Quartz Shovel Head
ExtraTiC:shovelHead:144, Ender Amethyst Shovel Head
ExtraTiC:shovelHead:2000, Constantan Shovel Head
ExtraTiC:shovelHead:145, Manasteel Shovel Head
ExtraTiC:shovelHead:146, Terrasteel Shovel Head
ExtraTiC:shovelHead:147, Elementium Shovel Head
ExtraTiC:shovelHead:148, Desh Shovel Head
ExtraTiC:shovelHead:164, Amethyst Shovel Head
ExtraTiC:shovelHead:165, Peridot Shovel Head
ExtraTiC:shovelHead:166, Ruby Shovel Head
ExtraTiC:shovelHead:167, Sapphire Shovel Head
ExtraTiC:shovelHead:171, Dark Steel Shovel Head
ExtraTiC:shovelHead:173, RedAurum Shovel Head
ExtraTiC:shovelHead:178, Draconium Shovel Head
ExtraTiC:shovelHead:179, Awakened Draconium Shovel Head
ExtraTiC:shovelHead:180, Glue Shovel Head
ExtraTiC:shovelHead:181, Yellorium Shovel Head
ExtraTiC:shovelHead:182, Cyanite Shovel Head
ExtraTiC:shovelHead:183, Blutonium Shovel Head
ExtraTiC:shovelHead:184, Ludicrite Shovel Head
ExtraTiC:shovelHead:185, Bedrockium Shovel Head
ExtraTiC:shovelHead:186, Tear Jerker Shovel Head
ExtraTiC:shovelHead:189, Enderium Shovel Head
ExtraTiC:shovelHead:126, Mithril Shovel Head
ExtraTiC:shovelHead:190, Signalum Shovel Head
ExtraTiC:shovelHead:191, Lumium Shovel Head
ExtraTiC:swordBlade:134, Bloodwood Sword Blade
ExtraTiC:swordBlade:135, Darkwood Sword Blade
ExtraTiC:swordBlade:136, Fusewood Sword Blade
ExtraTiC:swordBlade:137, Ghostwood Sword Blade
ExtraTiC:swordBlade:138, Nether Quartz Sword Blade
ExtraTiC:swordBlade:139, Refined Glowstone Sword Blade
ExtraTiC:swordBlade:140, Osmium Sword Blade
ExtraTiC:swordBlade:141, Pokefennium Sword Blade
ExtraTiC:swordBlade:142, Fairy Sword Blade
ExtraTiC:swordBlade:143, Certus Quartz Sword Blade
ExtraTiC:swordBlade:144, Ender Amethyst Sword Blade
ExtraTiC:swordBlade:2000, Constantan Sword Blade
ExtraTiC:swordBlade:145, Manasteel Sword Blade
ExtraTiC:swordBlade:146, Terrasteel Sword Blade
ExtraTiC:swordBlade:147, Elementium Sword Blade
ExtraTiC:swordBlade:148, Desh Sword Blade
ExtraTiC:swordBlade:164, Amethyst Sword Blade
ExtraTiC:swordBlade:165, Peridot Sword Blade
ExtraTiC:swordBlade:166, Ruby Sword Blade
ExtraTiC:swordBlade:167, Sapphire Sword Blade
ExtraTiC:swordBlade:171, Dark Steel Sword Blade
ExtraTiC:swordBlade:173, RedAurum Sword Blade
ExtraTiC:swordBlade:178, Draconium Sword Blade
ExtraTiC:swordBlade:179, Awakened Draconium Sword Blade
ExtraTiC:swordBlade:180, Glue Sword Blade
ExtraTiC:swordBlade:181, Yellorium Sword Blade
ExtraTiC:swordBlade:182, Cyanite Sword Blade
ExtraTiC:swordBlade:183, Blutonium Sword Blade
ExtraTiC:swordBlade:184, Ludicrite Sword Blade
ExtraTiC:swordBlade:185, Bedrockium Sword Blade
ExtraTiC:swordBlade:186, Tear Jerker Sword Blade
ExtraTiC:swordBlade:189, Enderium Sword Blade
ExtraTiC:swordBlade:126, Mithril Sword Blade
ExtraTiC:swordBlade:190, Signalum Sword Blade
ExtraTiC:swordBlade:191, Lumium Sword Blade
ExtraTiC:toolrod:134, Bloodwood Tool Rod
ExtraTiC:toolrod:135, Darkwood Tool Rod
ExtraTiC:toolrod:136, Fusewood Tool Rod
ExtraTiC:toolrod:137, Ghostwood Tool Rod
ExtraTiC:toolrod:138, Nether Quartz Tool Rod
ExtraTiC:toolrod:139, Refined Glowstone Tool Rod
ExtraTiC:toolrod:140, Osmium Tool Rod
ExtraTiC:toolrod:141, Pokefennium Tool Rod
ExtraTiC:toolrod:142, Fairy Tool Rod
ExtraTiC:toolrod:143, Certus Quartz Tool Rod
ExtraTiC:toolrod:144, Ender Amethyst Tool Rod
ExtraTiC:toolrod:2000, Constantan Tool Rod
ExtraTiC:toolrod:145, Manasteel Tool Rod
ExtraTiC:toolrod:146, Terrasteel Tool Rod
ExtraTiC:toolrod:147, Elementium Tool Rod
ExtraTiC:toolrod:148, Desh Tool Rod
ExtraTiC:toolrod:164, Amethyst Tool Rod
ExtraTiC:toolrod:165, Peridot Tool Rod
ExtraTiC:toolrod:166, Ruby Tool Rod
ExtraTiC:toolrod:167, Sapphire Tool Rod
ExtraTiC:toolrod:171, Dark Steel Tool Rod
ExtraTiC:toolrod:173, RedAurum Tool Rod
ExtraTiC:toolrod:178, Draconium Tool Rod
ExtraTiC:toolrod:179, Awakened Draconium Tool Rod
ExtraTiC:toolrod:180, Glue Tool Rod
ExtraTiC:toolrod:181, Yellorium Tool Rod
ExtraTiC:toolrod:182, Cyanite Tool Rod
ExtraTiC:toolrod:183, Blutonium Tool Rod
ExtraTiC:toolrod:184, Ludicrite Tool Rod
ExtraTiC:toolrod:185, Bedrockium Tool Rod
ExtraTiC:toolrod:186, Tear Jerker Tool Rod
ExtraTiC:toolrod:189, Enderium Tool Rod
ExtraTiC:toolrod:126, Mithril Tool Rod
ExtraTiC:toolrod:190, Signalum Tool Rod
ExtraTiC:toolrod:191, Lumium Tool Rod
ExtraTiC:toughbind:134, Bloodwood Tough Binding
ExtraTiC:toughbind:135, Darkwood Tough Binding
ExtraTiC:toughbind:136, Fusewood Tough Binding
ExtraTiC:toughbind:137, Ghostwood Tough Binding
ExtraTiC:toughbind:138, Nether Quartz Tough Binding
ExtraTiC:toughbind:139, Refined Glowstone Tough Binding
ExtraTiC:toughbind:140, Osmium Tough Binding
ExtraTiC:toughbind:141, Pokefennium Tough Binding
ExtraTiC:toughbind:142, Fairy Tough Binding
ExtraTiC:toughbind:143, Certus Quartz Tough Binding
ExtraTiC:toughbind:144, Ender Amethyst Tough Binding
ExtraTiC:toughbind:2000, Constantan Tough Binding
ExtraTiC:toughbind:145, Manasteel Tough Binding
ExtraTiC:toughbind:146, Terrasteel Tough Binding
ExtraTiC:toughbind:147, Elementium Tough Binding
ExtraTiC:toughbind:148, Desh Tough Binding
ExtraTiC:toughbind:164, Amethyst Tough Binding
ExtraTiC:toughbind:165, Peridot Tough Binding
ExtraTiC:toughbind:166, Ruby Tough Binding
ExtraTiC:toughbind:167, Sapphire Tough Binding
ExtraTiC:toughbind:171, Dark Steel Tough Binding
ExtraTiC:toughbind:173, RedAurum Tough Binding
ExtraTiC:toughbind:178, Draconium Tough Binding
ExtraTiC:toughbind:179, Awakened Draconium Tough Binding
ExtraTiC:toughbind:180, Glue Tough Binding
ExtraTiC:toughbind:181, Yellorium Tough Binding
ExtraTiC:toughbind:182, Cyanite Tough Binding
ExtraTiC:toughbind:183, Blutonium Tough Binding
ExtraTiC:toughbind:184, Ludicrite Tough Binding
ExtraTiC:toughbind:185, Bedrockium Tough Binding
ExtraTiC:toughbind:186, Tear Jerker Tough Binding
ExtraTiC:toughbind:189, Enderium Tough Binding
ExtraTiC:toughbind:126, Mithril Tough Binding
ExtraTiC:toughbind:190, Signalum Tough Binding
ExtraTiC:toughbind:191, Lumium Tough Binding
ExtraTiC:toughrod:134, Bloodwood Tough Rod
ExtraTiC:toughrod:135, Darkwood Tough Rod
ExtraTiC:toughrod:136, Fusewood Tough Rod
ExtraTiC:toughrod:137, Ghostwood Tough Rod
ExtraTiC:toughrod:138, Nether Quartz Tough Rod
ExtraTiC:toughrod:139, Refined Glowstone Tough Rod
ExtraTiC:toughrod:140, Osmium Tough Rod
ExtraTiC:toughrod:141, Pokefennium Tough Rod
ExtraTiC:toughrod:142, Fairy Tough Rod
ExtraTiC:toughrod:143, Certus Quartz Tough Rod
ExtraTiC:toughrod:144, Ender Amethyst Tough Rod
ExtraTiC:toughrod:2000, Constantan Tough Rod
ExtraTiC:toughrod:145, Manasteel Tough Rod
ExtraTiC:toughrod:146, Terrasteel Tough Rod
ExtraTiC:toughrod:147, Elementium Tough Rod
ExtraTiC:toughrod:148, Desh Tough Rod
ExtraTiC:toughrod:164, Amethyst Tough Rod
ExtraTiC:toughrod:165, Peridot Tough Rod
ExtraTiC:toughrod:166, Ruby Tough Rod
ExtraTiC:toughrod:167, Sapphire Tough Rod
ExtraTiC:toughrod:171, Dark Steel Tough Rod
ExtraTiC:toughrod:173, RedAurum Tough Rod
ExtraTiC:toughrod:178, Draconium Tough Rod
ExtraTiC:toughrod:179, Awakened Draconium Tough Rod
ExtraTiC:toughrod:180, Glue Tough Rod
ExtraTiC:toughrod:181, Yellorium Tough Rod
ExtraTiC:toughrod:182, Cyanite Tough Rod
ExtraTiC:toughrod:183, Blutonium Tough Rod
ExtraTiC:toughrod:184, Ludicrite Tough Rod
ExtraTiC:toughrod:185, Bedrockium Tough Rod
ExtraTiC:toughrod:186, Tear Jerker Tough Rod
ExtraTiC:toughrod:189, Enderium Tough Rod
ExtraTiC:toughrod:126, Mithril Tough Rod
ExtraTiC:toughrod:190, Signalum Tough Rod
ExtraTiC:toughrod:191, Lumium Tough Rod
ExtraTiC:shuriken:134, Bloodwood Shuriken
ExtraTiC:shuriken:135, Darkwood Shuriken
ExtraTiC:shuriken:136, Fusewood Shuriken
ExtraTiC:shuriken:137, Ghostwood Shuriken
ExtraTiC:shuriken:138, Nether Quartz Shuriken
ExtraTiC:shuriken:139, Refined Glowstone Shuriken
ExtraTiC:shuriken:140, Osmium Shuriken
ExtraTiC:shuriken:141, Pokefennium Shuriken
ExtraTiC:shuriken:142, Fairy Shuriken
ExtraTiC:shuriken:143, Certus Quartz Shuriken
ExtraTiC:shuriken:144, Ender Amethyst Shuriken
ExtraTiC:shuriken:2000, Constantan Shuriken
ExtraTiC:shuriken:145, Manasteel Shuriken
ExtraTiC:shuriken:146, Terrasteel Shuriken
ExtraTiC:shuriken:147, Elementium Shuriken
ExtraTiC:shuriken:148, Desh Shuriken
ExtraTiC:shuriken:164, Amethyst Shuriken
ExtraTiC:shuriken:165, Peridot Shuriken
ExtraTiC:shuriken:166, Ruby Shuriken
ExtraTiC:shuriken:167, Sapphire Shuriken
ExtraTiC:shuriken:171, Dark Steel Shuriken
ExtraTiC:shuriken:173, RedAurum Shuriken
ExtraTiC:shuriken:178, Draconium Shuriken
ExtraTiC:shuriken:179, Awakened Draconium Shuriken
ExtraTiC:shuriken:180, Glue Shuriken
ExtraTiC:shuriken:181, Yellorium Shuriken
ExtraTiC:shuriken:182, Cyanite Shuriken
ExtraTiC:shuriken:183, Blutonium Shuriken
ExtraTiC:shuriken:184, Ludicrite Shuriken
ExtraTiC:shuriken:185, Bedrockium Shuriken
ExtraTiC:shuriken:186, Tear Jerker Shuriken
ExtraTiC:shuriken:189, Enderium Shuriken
ExtraTiC:shuriken:126, Mithril Shuriken
ExtraTiC:shuriken:190, Signalum Shuriken
ExtraTiC:shuriken:191, Lumium Shuriken
ExtraTiC:BowLimb:134, Bloodwood Bow Limb
ExtraTiC:BowLimb:135, Darkwood Bow Limb
ExtraTiC:BowLimb:136, Fusewood Bow Limb
ExtraTiC:BowLimb:137, Ghostwood Bow Limb
ExtraTiC:BowLimb:138, Nether Quartz Bow Limb
ExtraTiC:BowLimb:139, Refined Glowstone Bow Limb
ExtraTiC:BowLimb:140, Osmium Bow Limb
ExtraTiC:BowLimb:141, Pokefennium Bow Limb
ExtraTiC:BowLimb:142, Fairy Bow Limb
ExtraTiC:BowLimb:143, Certus Quartz Bow Limb
ExtraTiC:BowLimb:144, Ender Amethyst Bow Limb
ExtraTiC:BowLimb:2000, Constantan Bow Limb
ExtraTiC:BowLimb:145, Manasteel Bow Limb
ExtraTiC:BowLimb:146, Terrasteel Bow Limb
ExtraTiC:BowLimb:147, Elementium Bow Limb
ExtraTiC:BowLimb:148, Desh Bow Limb
ExtraTiC:BowLimb:164, Amethyst Bow Limb
ExtraTiC:BowLimb:165, Peridot Bow Limb
ExtraTiC:BowLimb:166, Ruby Bow Limb
ExtraTiC:BowLimb:167, Sapphire Bow Limb
ExtraTiC:BowLimb:171, Dark Steel Bow Limb
ExtraTiC:BowLimb:173, RedAurum Bow Limb
ExtraTiC:BowLimb:178, Draconium Bow Limb
ExtraTiC:BowLimb:179, Awakened Draconium Bow Limb
ExtraTiC:BowLimb:180, Glue Bow Limb
ExtraTiC:BowLimb:181, Yellorium Bow Limb
ExtraTiC:BowLimb:182, Cyanite Bow Limb
ExtraTiC:BowLimb:183, Blutonium Bow Limb
ExtraTiC:BowLimb:184, Ludicrite Bow Limb
ExtraTiC:BowLimb:185, Bedrockium Bow Limb
ExtraTiC:BowLimb:186, Tear Jerker Bow Limb
ExtraTiC:BowLimb:189, Enderium Bow Limb
ExtraTiC:BowLimb:126, Mithril Bow Limb
ExtraTiC:BowLimb:190, Signalum Bow Limb
ExtraTiC:BowLimb:191, Lumium Bow Limb
ExtraTiC:CrossbowLimb:134, Bloodwood Crossbow Limb
ExtraTiC:CrossbowLimb:135, Darkwood Crossbow Limb
ExtraTiC:CrossbowLimb:136, Fusewood Crossbow Limb
ExtraTiC:CrossbowLimb:137, Ghostwood Crossbow Limb
ExtraTiC:CrossbowLimb:138, Nether Quartz Crossbow Limb
ExtraTiC:CrossbowLimb:139, Refined Glowstone Crossbow Limb
ExtraTiC:CrossbowLimb:140, Osmium Crossbow Limb
ExtraTiC:CrossbowLimb:141, Pokefennium Crossbow Limb
ExtraTiC:CrossbowLimb:142, Fairy Crossbow Limb
ExtraTiC:CrossbowLimb:143, Certus Quartz Crossbow Limb
ExtraTiC:CrossbowLimb:144, Ender Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:2000, Constantan Crossbow Limb
ExtraTiC:CrossbowLimb:145, Manasteel Crossbow Limb
ExtraTiC:CrossbowLimb:146, Terrasteel Crossbow Limb
ExtraTiC:CrossbowLimb:147, Elementium Crossbow Limb
ExtraTiC:CrossbowLimb:148, Desh Crossbow Limb
ExtraTiC:CrossbowLimb:164, Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:165, Peridot Crossbow Limb
ExtraTiC:CrossbowLimb:166, Ruby Crossbow Limb
ExtraTiC:CrossbowLimb:167, Sapphire Crossbow Limb
ExtraTiC:CrossbowLimb:171, Dark Steel Crossbow Limb
ExtraTiC:CrossbowLimb:173, RedAurum Crossbow Limb
ExtraTiC:CrossbowLimb:178, Draconium Crossbow Limb
ExtraTiC:CrossbowLimb:179, Awakened Draconium Crossbow Limb
ExtraTiC:CrossbowLimb:180, Glue Crossbow Limb
ExtraTiC:CrossbowLimb:181, Yellorium Crossbow Limb
ExtraTiC:CrossbowLimb:182, Cyanite Crossbow Limb
ExtraTiC:CrossbowLimb:183, Blutonium Crossbow Limb
ExtraTiC:CrossbowLimb:184, Ludicrite Crossbow Limb
ExtraTiC:CrossbowLimb:185, Bedrockium Crossbow Limb
ExtraTiC:CrossbowLimb:186, Tear Jerker Crossbow Limb
ExtraTiC:CrossbowLimb:189, Enderium Crossbow Limb
ExtraTiC:CrossbowLimb:126, Mithril Crossbow Limb
ExtraTiC:CrossbowLimb:190, Signalum Crossbow Limb
ExtraTiC:CrossbowLimb:191, Lumium Crossbow Limb
ExtraTiC:CrossbowBody:134, Bloodwood Crossbow Body
ExtraTiC:CrossbowBody:135, Darkwood Crossbow Body
ExtraTiC:CrossbowBody:136, Fusewood Crossbow Body
ExtraTiC:CrossbowBody:137, Ghostwood Crossbow Body
ExtraTiC:CrossbowBody:138, Nether Quartz Crossbow Body
ExtraTiC:CrossbowBody:139, Refined Glowstone Crossbow Body
ExtraTiC:CrossbowBody:140, Osmium Crossbow Body
ExtraTiC:CrossbowBody:141, Pokefennium Crossbow Body
ExtraTiC:CrossbowBody:142, Fairy Crossbow Body
ExtraTiC:CrossbowBody:143, Certus Quartz Crossbow Body
ExtraTiC:CrossbowBody:144, Ender Amethyst Crossbow Body
ExtraTiC:CrossbowBody:2000, Constantan Crossbow Body
ExtraTiC:CrossbowBody:145, Manasteel Crossbow Body
ExtraTiC:CrossbowBody:146, Terrasteel Crossbow Body
ExtraTiC:CrossbowBody:147, Elementium Crossbow Body
ExtraTiC:CrossbowBody:148, Desh Crossbow Body
ExtraTiC:CrossbowBody:164, Amethyst Crossbow Body
ExtraTiC:CrossbowBody:165, Peridot Crossbow Body
ExtraTiC:CrossbowBody:166, Ruby Crossbow Body
ExtraTiC:CrossbowBody:167, Sapphire Crossbow Body
ExtraTiC:CrossbowBody:171, Dark Steel Crossbow Body
ExtraTiC:CrossbowBody:173, RedAurum Crossbow Body
ExtraTiC:CrossbowBody:178, Draconium Crossbow Body
ExtraTiC:CrossbowBody:179, Awakened Draconium Crossbow Body
ExtraTiC:CrossbowBody:180, Glue Crossbow Body
ExtraTiC:CrossbowBody:181, Yellorium Crossbow Body
ExtraTiC:CrossbowBody:182, Cyanite Crossbow Body
ExtraTiC:CrossbowBody:183, Blutonium Crossbow Body
ExtraTiC:CrossbowBody:184, Ludicrite Crossbow Body
ExtraTiC:CrossbowBody:185, Bedrockium Crossbow Body
ExtraTiC:CrossbowBody:186, Tear Jerker Crossbow Body
ExtraTiC:CrossbowBody:189, Enderium Crossbow Body
ExtraTiC:CrossbowBody:126, Mithril Crossbow Body
ExtraTiC:CrossbowBody:190, Signalum Crossbow Body
ExtraTiC:CrossbowBody:191, Lumium Crossbow Body
ExtraTiC:Blot:134, Bloodwood Bolt
ExtraTiC:Blot:135, Darkwood Bolt
ExtraTiC:Blot:136, Fusewood Bolt
ExtraTiC:Blot:137, Ghostwood Bolt
ExtraTiC:Blot:138, Nether Quartz Bolt
ExtraTiC:Blot:139, Refined Glowstone Bolt
ExtraTiC:Blot:140, Osmium Bolt
ExtraTiC:Blot:141, Pokefennium Bolt
ExtraTiC:Blot:142, Fairy Bolt
ExtraTiC:Blot:143, Certus Quartz Bolt
ExtraTiC:Blot:144, Ender Amethyst Bolt
ExtraTiC:Blot:2000, Constantan Bolt
ExtraTiC:Blot:145, Manasteel Bolt
ExtraTiC:Blot:146, Terrasteel Bolt
ExtraTiC:Blot:147, Elementium Bolt
ExtraTiC:Blot:148, Desh Bolt
ExtraTiC:Blot:164, Amethyst Bolt
ExtraTiC:Blot:165, Peridot Bolt
ExtraTiC:Blot:166, Ruby Bolt
ExtraTiC:Blot:167, Sapphire Bolt
ExtraTiC:Blot:171, Dark Steel Bolt
ExtraTiC:Blot:173, RedAurum Bolt
ExtraTiC:Blot:178, Draconium Bolt
ExtraTiC:Blot:179, Awakened Draconium Bolt
ExtraTiC:Blot:180, Glue Bolt
ExtraTiC:Blot:181, Yellorium Bolt
ExtraTiC:Blot:182, Cyanite Bolt
ExtraTiC:Blot:183, Blutonium Bolt
ExtraTiC:Blot:184, Ludicrite Bolt
ExtraTiC:Blot:185, Bedrockium Bolt
ExtraTiC:Blot:186, Tear Jerker Bolt
ExtraTiC:Blot:189, Enderium Bolt
ExtraTiC:Blot:126, Mithril Bolt
ExtraTiC:Blot:190, Signalum Bolt
ExtraTiC:Blot:191, Lumium Bolt
ExtraTiC:extra.bucket:17, Molten Blutonium Bucket
ExtraTiC:extra.bucket:10, Molten Zinc Bucket
ExtraTiC:extra.bucket:9, Molten Dark Steel Bucket
ExtraTiC:extra.bucket:15, Molten Elementium Bucket
ExtraTiC:extra.bucket:14, Molten Terrasteel Bucket
ExtraTiC:extra.bucket:13, Molten Manasteel Bucket
ExtraTiC:extra.bucket:36, Molten Constantan Bucket
ExtraTiC:extra.bucket:6, Molten Desh Bucket
ExtraTiC:extra.bucket:12, Molten Adamantine Bucket
ExtraTiC:extra.bucket:5, Molten RedAurum Bucket
ExtraTiC:extra.bucket:4, Molten Pokefennium Bucket
ExtraTiC:extra.bucket:3, Molten Osmium Bucket
ExtraTiC:extra.bucket:2, Molten Refined Glowstone Bucket
ExtraTiC:extra.bucket:19, Molten Bedrockium Bucket
ExtraTiC:extra.bucket:1, Molten Fairy Bucket
ExtraTiC:extra.bucket:18, Molten Ludicrite Bucket
ExtraTiC:extra.bucket:11, Molten Brass Bucket
Mariculture:materials:0, Aluminium Ingot
Mariculture:materials:1, Magnesium Ingot
Mariculture:materials:2, Titanium Ingot
Mariculture:materials:3, Impure Titanium Ingot
Mariculture:materials:4, Copper Ingot
Mariculture:materials:5, Unknown Alumimimiunium Dust
Mariculture:materials:6, Unknown Silvery Dust
Mariculture:materials:7, Unknown Leader Dust
Mariculture:materials:8, Unknown Tinnic Dust
Mariculture:materials:9, Unknown Copperous Dust
Mariculture:materials:10, Unknown Golden Dust
Mariculture:materials:11, Unknown Ironic Dust
Mariculture:materials:12, Salt
Mariculture:materials:13, Magnesium Dust
Mariculture:materials:14, Fish Meal
Mariculture:materials:27, White Dye
Mariculture:materials:28, Blue Dye
Mariculture:materials:29, Green Dye
Mariculture:materials:30, Yellow Dye
Mariculture:materials:31, Red Dye
Mariculture:materials:32, Brown Dye
Mariculture:materials:33, Iron Nugget
Mariculture:materials:34, Aluminium Nugget
Mariculture:materials:35, Magnesium Nugget
Mariculture:materials:36, Titanium Nugget
Mariculture:materials:37, Impure Titanium Nugget
Mariculture:materials:38, Copper Nugget
Mariculture:crafting:0, Golden Silk
Mariculture:crafting:1, Golden Thread
Mariculture:crafting:2, Polished Titanium Rod
Mariculture:crafting:3, Polished Stick
Mariculture:crafting:4, Neoprene
Mariculture:crafting:5, Hard Plastic
Mariculture:crafting:6, Plastic Lens
Mariculture:crafting:7, Sheet of Aluminium
Mariculture:crafting:8, Heating Component
Mariculture:crafting:9, Cooling Component
Mariculture:crafting:10, Silicon Carbide
Mariculture:crafting:11, Iron Wheel
Mariculture:crafting:12, Wicker
Mariculture:crafting:13, Golden Plastic
Mariculture:crafting:14, Burnt Brick
Mariculture:crafting:15, Spawn Ender Dragon
Mariculture:crafting:17, Sheet of Titanium
Mariculture:crafting:18, Glass Lens
Mariculture:crafting:19, Titanium Rod
Mariculture:crafting:20, Life Core
Mariculture:crafting:22, Infinite RF
Mariculture:pearls:0, White Pearl 
Mariculture:pearls:1, Green Pearl 
Mariculture:pearls:2, Yellow Pearl 
Mariculture:pearls:3, Orange Pearl 
Mariculture:pearls:4, Red Pearl 
Mariculture:pearls:5, Gold Pearl 
Mariculture:pearls:6, Brown Pearl 
Mariculture:pearls:7, Purple Pearl 
Mariculture:pearls:8, Blue Pearl 
Mariculture:pearls:9, Black Pearl 
Mariculture:pearls:10, Pink Pearl 
Mariculture:pearls:11, Silver Pearl 
Mariculture:food:9, Beef and Oyster Pie
Mariculture:upgrade:0, Basic Storage Upgrade
Mariculture:upgrade:1, Basic Heating Upgrade
Mariculture:upgrade:2, Basic Cooling Upgrade
Mariculture:upgrade:3, Basic Purity Upgrade
Mariculture:upgrade:4, Basic Impurity Upgrade
Mariculture:upgrade:5, Eternal Life♂ Upgrade
Mariculture:upgrade:6, Eternal Life♀ Upgrade
Mariculture:upgrade:7, Standard Storage Upgrade
Mariculture:upgrade:8, Standard Heating Upgrade
Mariculture:upgrade:9, Standard Cooling Upgrade
Mariculture:upgrade:10, Standard Purity Upgrade
Mariculture:upgrade:11, Standard Impurity Upgrade
Mariculture:upgrade:12, Advanced Storage Upgrade
Mariculture:upgrade:13, Advanced Heating Upgrade
Mariculture:upgrade:14, Advanced Cooling Upgrade
Mariculture:upgrade:15, Advanced Purity Upgrade
Mariculture:upgrade:16, Advanced Impurity Upgrade
Mariculture:upgrade:17, Ultimate Storage Upgrade
Mariculture:upgrade:18, Ultimate Heating Upgrade
Mariculture:upgrade:19, Ultimate Cooling Upgrade
Mariculture:upgrade:20, Ultimate Purity Upgrade
Mariculture:upgrade:21, Ultimate Impurity Upgrade
Mariculture:upgrade:22, !FishKiller Upgrade (Debug)
Mariculture:upgrade:23, !FishLiveAnyCondition Upgrade (Debug)
Mariculture:upgrade:24, Ethereal Upgrade
Mariculture:upgrade:25, Basic Hyperkinetic Upgrade
Mariculture:upgrade:26, Standard Hyperkinetic Upgrade
Mariculture:upgrade:27, Advanced Hyperkinetic Upgrade
Mariculture:upgrade:28, Ultimate Hyperkinetic Upgrade
Mariculture:upgrade:29, Basic Capacitor Upgrade
Mariculture:upgrade:30, Standard Capacitor Upgrade
Mariculture:upgrade:31, Advanced Capacitor Upgrade
Mariculture:upgrade:32, Ultimate Capacitor Upgrade
Mariculture:upgrade:33, Salinator Upgrade (Tier 1)
Mariculture:upgrade:34, Filtrator Upgrade (Tier 1)
Mariculture:upgrade:35, !ExtremeHatching Upgrade (Debug)
